Mortalidade Geral em investigação
Óbitos Residentes MSP por Subpref/Dist Adm residência e Ano do Óbito
Causa(Cap CID10): IV.  Doenças endócrinas nutricionais e metabólicas
Período:2025
"Subpref/Dist Adm residência";"2025";"Total"
"** Aricanduva/Formosa/Carrão";64;64
"Aricanduva";24;24
"Carrão";23;23
"Vila Formosa";17;17
"** Butantã";84;84
"Butantã";17;17
"Morumbi";6;6
"Raposo Tavares";22;22
"Rio Pequeno";19;19
"Vila Sônia";20;20
"** Campo Limpo";95;95
"Campo Limpo";34;34
"Capão Redondo";46;46
"Vila Andrade";15;15
"** Capela do Socorro";101;101
"Cidade Dutra";29;29
"Grajaú";61;61
"Socorro";11;11
"** Casa Verde/Cachoeirinha";81;81
"Cachoeirinha";37;37
"Casa Verde";25;25
"Limão";19;19
"** Cidade Ademar";62;62
"Cidade Ademar";43;43
"Pedreira";19;19
"** Cidade Tiradentes";34;34
"Cidade Tiradentes";34;34
"** Ermelino Matarazzo";29;29
"Ermelino Matarazzo";10;10
"Ponte Rasa";19;19
"** Freguesia/Brasilândia";85;85
"Brasilândia";51;51
"Freguesia do Ó";34;34
"** Guaianases";48;48
"Guaianases";21;21
"Lajeado";27;27
"** Ipiranga";85;85
"Cursino";24;24
"Ipiranga";24;24
"Sacomã";37;37
"** Itaim Paulista";76;76
"Itaim Paulista";38;38
"Vila Curuçá";38;38
"** Itaquera";101;101
"Cidade Líder";30;30
"Itaquera";37;37
"José Bonifácio";24;24
"Parque do Carmo";10;10
"** Jabaquara";40;40
"Jabaquara";40;40
"** Jaçanã/Tremembé";50;50
"Jaçanã";16;16
"Tremembé";34;34
"** Lapa";57;57
"Barra Funda";4;4
"Jaguara";5;5
"Jaguaré";5;5
"Lapa";18;18
"Perdizes";12;12
"Vila Leopoldina";13;13
"** M'Boi Mirim";87;87
"Jardim Ângela";51;51
"Jardim São Luís";36;36
"** Moóca";69;69
"Água Rasa";16;16
"Belém";11;11
"Brás";5;5
"Moóca";13;13
"Pari";3;3
"Tatuapé";21;21
"** Parelheiros";36;36
"Marsilac";1;1
"Parelheiros";35;35
"** Penha";101;101
"Artur Alvim";13;13
"Cangaíba";32;32
"Penha";24;24
"Vila Matilde";32;32
"** Perus";19;19
"Anhangüera";8;8
"Perus";11;11
"** Pinheiros";50;50
"Alto de Pinheiros";6;6
"Itaim Bibi";16;16
"Jardim Paulista";19;19
"Pinheiros";9;9
"** Pirituba";73;73
"Jaraguá";21;21
"Pirituba";36;36
"São Domingos";16;16
"** Santana/Tucuruvi";78;78
"Mandaqui";26;26
"Santana";23;23
"Tucuruvi";29;29
"** Santo Amaro";63;63
"Campo Belo";28;28
"Campo Grande";17;17
"Santo Amaro";18;18
"** São Mateus";76;76
"Iguatemi";24;24
"São Mateus";38;38
"São Rafael";14;14
"** São Miguel";57;57
"Jardim Helena";25;25
"São Miguel";14;14
"Vila Jacuí";18;18
"** Sapopemba";41;41
"Sapopemba";41;41
"** Sé";47;47
"Bela Vista";11;11
"Bom Retiro";3;3
"Cambuci";4;4
"Consolação";7;7
"Liberdade";10;10
"República";4;4
"Santa Cecília";6;6
"Sé";2;2
"** Vila Maria/Vila Guilherme";55;55
"Vila Guilherme";15;15
"Vila Maria";10;10
"Vila Medeiros";30;30
"** Vila Mariana";63;63
"Moema";9;9
"Saúde";33;33
"Vila Mariana";21;21
"** Vila Prudente";46;46
"São Lucas";24;24
"Vila Prudente";22;22
"** Ignorado";110;110
"Total";2163;2163
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. A partir de 2005, os óbitos por acidentes de trânsito passaram a ser qualificados com o apoio da Companhia de Engenharia de Tráfego – CET. Este processo tem uma defasagem temporal em relação ao momento em que o dado é disponibilizado.
3. Dados provisórios. Atualizado em 07/11/2025.
