Mortalidade Geral em investigação
Óbitos Residentes MSP por Subpref/Dist Adm residência e Ano do Óbito
Causa(Cap CID10): IV.  Doenças endócrinas nutricionais e metabólicas
Período:2020
"Subpref/Dist Adm residência";"2020";"Total"
"** Aricanduva/Formosa/Carrão";125;125
"Aricanduva";45;45
"Carrão";45;45
"Vila Formosa";35;35
"** Butantã";113;113
"Butantã";17;17
"Morumbi";12;12
"Raposo Tavares";23;23
"Rio Pequeno";29;29
"Vila Sônia";32;32
"** Campo Limpo";157;157
"Campo Limpo";56;56
"Capão Redondo";77;77
"Vila Andrade";24;24
"** Capela do Socorro";194;194
"Cidade Dutra";70;70
"Grajaú";105;105
"Socorro";19;19
"** Casa Verde/Cachoeirinha";138;138
"Cachoeirinha";62;62
"Casa Verde";35;35
"Limão";41;41
"** Cidade Ademar";105;105
"Cidade Ademar";73;73
"Pedreira";32;32
"** Cidade Tiradentes";67;67
"Cidade Tiradentes";67;67
"** Ermelino Matarazzo";86;86
"Ermelino Matarazzo";51;51
"Ponte Rasa";35;35
"** Freguesia/Brasilândia";178;178
"Brasilândia";117;117
"Freguesia do Ó";61;61
"** Guaianases";83;83
"Guaianases";30;30
"Lajeado";53;53
"** Ipiranga";137;137
"Cursino";37;37
"Ipiranga";32;32
"Sacomã";68;68
"** Itaim Paulista";142;142
"Itaim Paulista";80;80
"Vila Curuçá";62;62
"** Itaquera";205;205
"Cidade Líder";51;51
"Itaquera";85;85
"José Bonifácio";48;48
"Parque do Carmo";21;21
"** Jabaquara";80;80
"Jabaquara";80;80
"** Jaçanã/Tremembé";108;108
"Jaçanã";38;38
"Tremembé";70;70
"** Lapa";117;117
"Barra Funda";10;10
"Jaguara";14;14
"Jaguaré";19;19
"Lapa";30;30
"Perdizes";36;36
"Vila Leopoldina";8;8
"** M'Boi Mirim";134;134
"Jardim Ângela";72;72
"Jardim São Luís";62;62
"** Moóca";154;154
"Água Rasa";38;38
"Belém";24;24
"Brás";12;12
"Moóca";32;32
"Pari";8;8
"Tatuapé";40;40
"** Parelheiros";56;56
"Marsilac";4;4
"Parelheiros";52;52
"** Penha";221;221
"Artur Alvim";54;54
"Cangaíba";64;64
"Penha";52;52
"Vila Matilde";51;51
"** Perus";37;37
"Anhangüera";13;13
"Perus";24;24
"** Pinheiros";80;80
"Alto de Pinheiros";16;16
"Itaim Bibi";33;33
"Jardim Paulista";20;20
"Pinheiros";11;11
"** Pirituba";152;152
"Jaraguá";62;62
"Pirituba";60;60
"São Domingos";30;30
"** Santana/Tucuruvi";168;168
"Mandaqui";59;59
"Santana";57;57
"Tucuruvi";52;52
"** Santo Amaro";72;72
"Campo Belo";19;19
"Campo Grande";27;27
"Santo Amaro";26;26
"** São Mateus";129;129
"Iguatemi";37;37
"São Mateus";53;53
"São Rafael";39;39
"** São Miguel";132;132
"Jardim Helena";49;49
"São Miguel";39;39
"Vila Jacuí";44;44
"** Sapopemba";92;92
"Sapopemba";92;92
"** Sé";108;108
"Bela Vista";9;9
"Bom Retiro";7;7
"Cambuci";9;9
"Consolação";14;14
"Liberdade";21;21
"República";15;15
"Santa Cecília";27;27
"Sé";6;6
"** Vila Maria/Vila Guilherme";123;123
"Vila Guilherme";19;19
"Vila Maria";41;41
"Vila Medeiros";63;63
"** Vila Mariana";94;94
"Moema";18;18
"Saúde";42;42
"Vila Mariana";34;34
"** Vila Prudente";93;93
"São Lucas";53;53
"Vila Prudente";40;40
"** Ignorado";47;47
"Total";3927;3927
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. A partir de 2005, os óbitos por acidentes de trânsito passaram a ser qualificados com o apoio da Companhia de Engenharia de Tráfego – CET. Este processo tem uma defasagem temporal em relação ao momento em que o dado é disponibilizado.
3. Dados provisórios. Atualizado em 07/11/2025.
