Mortalidade Geral em investigação
Óbitos Residentes MSP por Subpref/Dist Adm residência e Ano do Óbito
Causa(Cap CID10): IV.  Doenças endócrinas nutricionais e metabólicas
Período:2022
"Subpref/Dist Adm residência";"2022";"Total"
"** Aricanduva/Formosa/Carrão";126;126
"Aricanduva";33;33
"Carrão";42;42
"Vila Formosa";51;51
"** Butantã";127;127
"Butantã";16;16
"Morumbi";14;14
"Raposo Tavares";37;37
"Rio Pequeno";33;33
"Vila Sônia";27;27
"** Campo Limpo";139;139
"Campo Limpo";47;47
"Capão Redondo";72;72
"Vila Andrade";20;20
"** Capela do Socorro";156;156
"Cidade Dutra";57;57
"Grajaú";84;84
"Socorro";15;15
"** Casa Verde/Cachoeirinha";138;138
"Cachoeirinha";58;58
"Casa Verde";39;39
"Limão";41;41
"** Cidade Ademar";120;120
"Cidade Ademar";76;76
"Pedreira";44;44
"** Cidade Tiradentes";56;56
"Cidade Tiradentes";56;56
"** Ermelino Matarazzo";64;64
"Ermelino Matarazzo";30;30
"Ponte Rasa";34;34
"** Freguesia/Brasilândia";167;167
"Brasilândia";100;100
"Freguesia do Ó";67;67
"** Guaianases";79;79
"Guaianases";27;27
"Lajeado";52;52
"** Ipiranga";146;146
"Cursino";34;34
"Ipiranga";43;43
"Sacomã";69;69
"** Itaim Paulista";138;138
"Itaim Paulista";79;79
"Vila Curuçá";59;59
"** Itaquera";184;184
"Cidade Líder";34;34
"Itaquera";84;84
"José Bonifácio";45;45
"Parque do Carmo";21;21
"** Jabaquara";78;78
"Jabaquara";78;78
"** Jaçanã/Tremembé";98;98
"Jaçanã";26;26
"Tremembé";72;72
"** Lapa";71;71
"Barra Funda";9;9
"Jaguara";9;9
"Jaguaré";7;7
"Lapa";18;18
"Perdizes";24;24
"Vila Leopoldina";4;4
"** M'Boi Mirim";129;129
"Jardim Ângela";63;63
"Jardim São Luís";66;66
"** Moóca";129;129
"Água Rasa";28;28
"Belém";17;17
"Brás";12;12
"Moóca";35;35
"Pari";2;2
"Tatuapé";35;35
"** Parelheiros";41;41
"Marsilac";2;2
"Parelheiros";39;39
"** Penha";176;176
"Artur Alvim";39;39
"Cangaíba";46;46
"Penha";48;48
"Vila Matilde";43;43
"** Perus";42;42
"Anhangüera";13;13
"Perus";29;29
"** Pinheiros";69;69
"Alto de Pinheiros";9;9
"Itaim Bibi";25;25
"Jardim Paulista";26;26
"Pinheiros";9;9
"** Pirituba";181;181
"Jaraguá";74;74
"Pirituba";71;71
"São Domingos";36;36
"** Santana/Tucuruvi";153;153
"Mandaqui";52;52
"Santana";57;57
"Tucuruvi";44;44
"** Santo Amaro";75;75
"Campo Belo";23;23
"Campo Grande";30;30
"Santo Amaro";22;22
"** São Mateus";139;139
"Iguatemi";47;47
"São Mateus";69;69
"São Rafael";23;23
"** São Miguel";140;140
"Jardim Helena";50;50
"São Miguel";51;51
"Vila Jacuí";39;39
"** Sapopemba";86;86
"Sapopemba";86;86
"** Sé";101;101
"Bela Vista";10;10
"Bom Retiro";7;7
"Cambuci";9;9
"Consolação";15;15
"Liberdade";18;18
"República";12;12
"Santa Cecília";27;27
"Sé";3;3
"** Vila Maria/Vila Guilherme";111;111
"Vila Guilherme";18;18
"Vila Maria";44;44
"Vila Medeiros";49;49
"** Vila Mariana";104;104
"Moema";22;22
"Saúde";45;45
"Vila Mariana";37;37
"** Vila Prudente";98;98
"São Lucas";47;47
"Vila Prudente";51;51
"** Ignorado";28;28
"Total";3689;3689
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. A partir de 2005, os óbitos por acidentes de trânsito passaram a ser qualificados com o apoio da Companhia de Engenharia de Tráfego – CET. Este processo tem uma defasagem temporal em relação ao momento em que o dado é disponibilizado.
3. Dados provisórios. Atualizado em 07/11/2025.
